fecha,titular,enlace_noticia,url_foto,actor,ubicacion,latitud,longitud,catalizador,accion_digital,modificadores,puntaje_riesgo,nivel_alerta,palabra_clave,analisis_ia,id,fuentes_adicionales,ruta_evidencia_local,tipologia_oficial
2022-08-11 00:00:00+00:00,Quema camión,Archivo Local KMZ,,WAM,Cañete,-37.799436,-73.389165,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Ataque Incendiario, CAMiones WAM",Ataque incendiario a camiones de MAPA 2 camiones WAM,00abd5ec-5072-4a1d-ba58-32b251bf5014,KMZ_MZS_Historico,,Ataque Incendiario
2019-10-21 00:00:00+00:00,San Fernando: Un muerto en accidente de bus que intentó esquivar barricada - Cooperativa.cl,https://www.cooperativa.cl/noticias/pais/region-de-ohiggins/san-fernando-un-muerto-en-accidente-de-bus-que-intento-esquivar-barricada/2019-10-21/235119.html,,Células no Atribuidas,"San Fernando, Región de O'Higgins",-34.7433,-70.60328,Conflicto Forestal,Sabotaje / Daños,Infraestructura Crítica,4.0,MEDIO,"Accidente', 'Bus","Un bus choca contra un puente ferroviario en San Fernando, Región de O'Higgins, dejando un muerto y 16 lesionados",00c59a11-d251-459d-897a-709e4cf10c9b,,,Corte de Ruta
2022-04-22 00:00:00+00:00,Quema camión,Archivo Local KMZ,,,Mulchén,-37.870642,-72.201203,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Ataque Incendiario, Vehículos Quemados",Ataque incendiario deja camiones quemados 2 camiones,00d3b781-818b-4452-b5c0-a2dab962b4d8,KMZ_MZS_Historico,,Ataque Incendiario
2026-04-09 00:00:00+00:00,Investigan fallido atentado con explosivo en torre de alta tensión en La Araucanía - Nuevo Poder,https://www.nuevopoder.cl/investigan-fallido-atentado-con-explosivo-en-torre-de-alta-tension-en-la-araucania/,,Células no Atribuidas,"Victoria, La Araucanía",-38.2330864,-72.3406819,Conflicto Forestal,Ataque Incendiario,Infraestructura Crítica,7.0,ALTO,"Torre', 'Explosivo",Intento de sabotaje en torre eléctrica en La Araucanía,00db75d7-dcd9-41c5-9e6f-3952e2d1450c,,,Sabotaje / Otros
2023-06-21 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,desconocido,Victoria,-38.016412,-72.424842,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Ataque Armado, Vehículos Quemados",Dos conductores heridos y una camioneta incendiada deja ataque armado al sur de Ercilla 1 camioneta,00dcb9d2-8cb1-4f1a-bc93-6497202eca75,KMZ_MZS_Historico,,Ataque Incendiario
2021-11-24 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Collipulli,-38.003194,-72.259693,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Incendio Deliberado, Bodega",Ataque incendiario en fundo Agua buena 1 bodega,00f20f04-9aa7-43b6-9a29-c833afc4b62d,KMZ_MZS_Historico,,Ataque Incendiario
2026-03-30 00:00:00+00:00,Nación Mapuche. Cinco vidas en juego: huelga extrema de presos políticos mapuche en Temuco/Familiares frente a Regional de Gendarmería piden entrevista con la directora - Resumen Latinoamericano -,https://www.resumenlatinoamericano.org/2026/03/30/nacion-mapuche-cinco-vidas-en-juego-huelga-extrema-de-presos-politicos-mapuche-en-temuco-familiares-frente-a-regional-de-gendarmeria-piden-entrevista-con-la-directora/,,Presos Políticos Mapuche,Temuco/Familiares frente a Regional de Gendarmería,-38.7413544,-72.5895722,Conflicto Forestal,Declaración / Comunicado,Ninguno,2.0,BAJO,"Presos políticos', 'Huelga",Situación de gravedad clínica en huelga extrema de presos políticos mapuche,00f3d3c8-c66d-4f38-93e1-6f9dcfab512f,,,Sabotaje / Otros
2025-05-23 00:00:00+00:00,Ataque incendiario en predio de CMCP en Mulchén deja al menos 7 vehículos y 2 containers destruidos - El Mostrador,https://www.elmostrador.cl/noticias/pais/2025/05/23/ataque-incendiario-en-predio-de-cmcp-en-mulchen-deja-al-menos-7-vehiculos-y-2-containers-destruidos/,,Células no Atribuidas,"Mulchén, sector cruce Los Pinos, fundo Porvenir",-53.2946809,-70.3745012,Conflicto Forestal,Ataque Incendiario,Ninguno,6.0,MEDIO,"Vehículos', 'Containers",Un ataque incendiario destruyó vehículos y containers en un predio de CMCP en Mulchén,00fccd7c-b8fb-4439-8607-1976cd965a96,,,Ataque Incendiario
2019-12-12 00:00:00+00:00,Crónica del error: la noche de sangre del real asesino de José en barricada en Ruta 5 según Fiscalía - BioBioChile,https://www.biobiochile.cl/especial/resumen-de-noticias/2019/12/12/cronica-del-error-la-noche-de-sangre-del-real-asesino-de-jose-en-barricada-en-ruta-5-segun-fiscalia.shtml,,Fiscalía,Curicó,-34.9818521,-71.2384596,Conflicto Forestal,Ataque Incendiario,Infraestructura Crítica,7.0,ALTO,"Miguel', 'Uribe",Muerte de joven en barricada en Ruta 5 Sur,0105f9cd-56eb-42d3-ae23-74cc85935a71,,,Corte de Ruta
2023-02-12 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,A. Rendel,Máfil,-39.755375,-72.937512,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Sabotaje Forestal, ORT",Predio Claudio de la Barra Informado por A Rendel,010888c3-c4ff-4947-8852-31c782d2d01b,KMZ_MZS_Historico,,Ataque Incendiario
2026-01-03 00:00:00+00:00,Más allá de las estadísticas: el desafío pendiente del crimen organizado en la región del Biobío - latribuna.cl,https://www.latribuna.cl/policial/2026/01/03/mas-alla-de-las-estadisticas-el-desafio-pendiente-del-crimen-organizado-en-la-region-del-biobio.html,,Células no Atribuidas,Biobío,-37.509115596442,-72.747953455025,Conflicto Forestal,Ataque Incendiario,Ninguno,4.0,MEDIO,"Crimen Organizado', 'Drogas","Análisis sobre el crimen organizado en la región del Biobío, con un aumento en delitos relacionados con drogas y armas de fuego.",011bb8f2-322f-4474-9f0c-7c240b16e16f,,,Ataque Armado
2020-11-05 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,,Contulmo,-37.932364,-73.215697,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Sabotaje Forestal, Vehículos Quemados","Queman maquinaria forestal en fundo San Ernesto 2 skidder, 1 procesador, 2 camionetas y 2 conteiner",01273a7f-5a7e-4e40-b757-1ae1a5aea660,KMZ_MZS_Historico,,Ataque Incendiario
2025-03-08 00:00:00+00:00,Comunicación de @wechekeche vía Instagram,https://www.instagram.com/p/DG8TnDXuiJl/,https://scontent-scl3-1.cdninstagram.com/o1/v/t2/f2/m367/AQM_mAz2CEYIcHtYhF2nJPOxUfxoEpgyIBZqyC0YFBhfbmCHwliich9SOnQ52CbWmPRA7ok77jaMabAqSX9naeaxUL_2zi4MVBhYelg.mp4?_nc_cat=106&_nc_sid=5e9851&_nc_ht=scontent-scl3-1.cdninstagram.com&_nc_ohc=fjz0fVUyOZAQ7kNvwEyuT77&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjA1MTYxNTY2ODYzNjUwNSwiYXNzZXRfYWdlX2RheXMiOjQzMiwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjMxNywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=ca81e3caeb7f52b4&_nc_vs=HBksFQIYQGlnX2VwaGVtZXJhbC9BMzQ5OEQ4NTgwRDNERENERkRFRkFGMTFDN0ExNDFCN192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYR2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xMTc4NzY3NjIwMjc1NzIxXzE0NTg3NDUzNjAxNDI3Njc4OTEubXA0FQICyAESACgAGAAbAogHdXNlX29pbAExEnByb2dyZXNzaXZlX3JlY2lwZQExFQAAJrKtqPLf-6QHFQIoAkMzLBdAc9V87ZFocxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1_gdl5p0BAA&_nc_gid=DRnF5xzU-Oi4AmX31g7xfQ&_nc_ss=7a22e&_nc_zt=28&oh=00_Af7k7O289t8cq6hCUbj3gbC94Y5SO_SiaJl2OoSoMYHQTw&oe=6A0BF90F,Wechekeche,Macrozona Sur,-33.0466662,-71.5635671,Redes Sociales,Declaración / Comunicado,Ninguno,2.0,BAJO,"Declaración Online, Sabotaje Forestal","Declaración online sin contexto específico geográfico o actor, bajo impacto potencial en la Macrozona Sur.",013fb0a8-8c1d-4c0f-8839-2c3901d12069,,C:\Users\PROGRAMA\Evidencias_IG\wechekeche_1778790618.mp4,
2025-07-18 00:00:00+00:00,Formalizan a empresas madereras de Biobío y Malleco imputadas por receptación de madera - latribuna.cl,https://www.latribuna.cl/policial/2025/07/18/formalizan-a-empresas-madereras-de-biobio-y-malleco-imputadas-por-receptacion-de-madera.html,,Ministerio Público,Galvarino y Collipulli,-37.947488452752,-72.442118881134,Conflicto Forestal,Procedimiento Policial,Contratistas / Forestal,4.0,MEDIO,"Madera', 'Robo",Siete empresas del sector forestal formalizadas por receptación de madera robada en Biobío y La Araucanía,014f1625-43ef-45fa-8742-f3a6722086b4,,,Sabotaje / Otros
2025-03-31 00:00:00+00:00,Brutal golpiza y traslado forzoso: Denuncian violento allanamiento a módulo mapuche en cárcel de Temuco - elciudadano.com,https://www.elciudadano.com/justicia/brutal-golpiza-y-traslado-forzoso-denuncian-violento-allanamiento-a-modulo-mapuche-en-carcel-de-temuco/03/31/,,Presos Políticos Mapuche,Temuco,-38.7399236,-72.5901605,Conflicto Forestal,Declaración / Comunicado,Infraestructura Crítica,2.0,BAJO,"Golpiza', 'Traslado",Violenta situación en la cárcel de Temuco: presos políticos mapuche golpeados y trasladados,014ff37f-679a-42ff-ae1d-2e76631f9da8,,,Allanamiento
2025-05-07 00:00:00+00:00,Ataque incendiario destruye cinco vehículos y maquinaria en predio forestal en Los Sauces - La Tercera,https://www.latercera.com/nacional/noticia/ataque-incendiario-destruye-cinco-vehiculos-y-maquinaria-en-predio-forestal-en-los-sauces/,,Células no Atribuidas,"Los Sauces, Región de La Araucanía",-37.98315,-72.79682,Conflicto Forestal,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Incendio', 'Violencia","Un atentado incendiario destruyó maquinaria y vehículos en un predio forestal en Los Sauces, La Araucanía. No hubo heridos.",015333fe-e933-4a9c-b4ad-3f8d47559bb8,,,Ataque Incendiario
2020-08-15 00:00:00+00:00,Las huelgas de hambre de los prisioneros políticos mapuche en los últimos 25 años - La Izquierda Diario Chile,https://www.laizquierdadiario.cl/Las-huelgas-de-hambre-de-los-prisioneros-politicos-mapuche-en-los-ultimos-25-anos,,Presos Políticos Mapuche,Araucania,-38.5,-72.0,Conflicto Forestal,Declaración / Comunicado,Ninguno,2.0,BAJO,"Presos políticos', 'Mapuche",27 presos políticos Mapuche mantienen huelga de hambre en cárceles de la Araucania,015ac9d5-7a6d-474b-8909-311f1263f77f,,,Sabotaje / Otros
2026-05-14 00:00:00+00:00,Ministra de Seguridad tras nuevo allanamiento en Temucuicui: “No hay ningún lugar donde el Gobierno no pueda ingresar” - Puranoticia.cl,https://puranoticia.pnt.cl/regiones/ministra-de-seguridad-tras-nuevo-allanamiento-en-temucuicui-no-hay-ningun,,Ministra De Seguridad,Macrozona Sur,-33.0466662,-71.5635671,Conflicto Forestal,Declaración / Comunicado,Ninguno,2.0,BAJO,"Declaraciones Gubernamentales, Acciones Concretas","Declaración gubernamental reafirma capacidad operativa en la Macrozona Sur, sin mencionar acciones concretas o respuesta a incidentes específicos.",015dd842-41c2-4116-88a5-40da81ec11f6,,,Declaración / Pauta Política
2020-04-13 00:00:00+00:00,Fiscalía confirma utilización de auto bomba en ataque de sujetos desconocidos en puente Lleu Lleu - La Tercera,https://www.latercera.com/nacional/noticia/fiscalia-confirma-utilizacion-de-auto-bomba-en-ataque-de-sujetos-desconocidos-en-puente-lleu-lleu/QNXTH5DDUNEGHOKO2E7IVOCYYE/,,Sujetos Desconocidos,"Tirúa, Cañate y Ruta P72-S",-38.065027422046,-73.395779285047,Conflicto Forestal,Ataque Incendiario,Infraestructura Crítica,7.0,ALTO,"Coche Bomba', 'Violencia","Ataque con coche bomba en puente Lleu Lleu, Región del Biobío",015e902b-3d7e-4d02-9b69-f5b49cff2204,,,Sabotaje / Otros
2022-03-30 00:00:00+00:00,Quema camión,Archivo Local KMZ,,CAM,Lumaco,-38.186219,-72.933827,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Incendio Deliberado, Vehículos Quemados",Ataque incendiario deja 3 camiones quemados CAM,0161c64f-eea1-4970-b00a-3bd0a0864e38,KMZ_MZS_Historico,,Ataque Incendiario
2023-06-13 00:00:00+00:00,Fiscalía confirma uso de explosivos en puente ferroviario Itata: estructura quedó con serios daños - Teletrece,https://www.t13.cl/noticia/nacional/fiscalia-confirma-uso-explosivos-puente-ferroviario-itata-13-6-2023,,Ministerio Público,"Chillán, comuna de Chillán, región del Ñuble",-36.60664,-72.10344,Conflicto Forestal,Ataque Incendiario,Infraestructura Crítica,7.0,ALTO,"explosivos', 'puente ferroviario",Fiscalía confirma uso de explosivos en atentado al puente ferroviario Itata,0168bb90-1547-442e-9bc7-0d8ad1f0538a,,,Sabotaje / Otros
2021-04-29 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,,Galvarino,-38.551909,-72.747938,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Quema Maquinaria, Vehículos Quemados","Quema maquinaria 2 camiones, 2 trineumáticos y excavadora",017202e5-8ea8-44fd-9599-a3d2d4312566,KMZ_MZS_Historico,,Sabotaje / Otros
2020-08-10 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,,Cañete,-37.928999,-73.350672,Data Estática,Ataque Incendiario,Civiles / Terceros,7.5,ALTO,"Incendio, Casa",Queman casa,0172ab53-3ecc-42a8-9c45-dce979239c54,KMZ_MZS_Historico,,Ataque Incendiario
2024-09-15 00:00:00+00:00,CAM se adjudica atentado incendiario en Carahue: tres máquinas resultaron quemadas en predio forestal de la CMPC - La Tercera,https://www.latercera.com/nacional/noticia/cam-se-adjudica-atentado-incendiario-en-carahue-tres-maquinas-resultaron-quemadas-en-predio-forestal-de-la-cmpc/3P6CKXP4N5DSHO7AQRGSW7TQ2A/,,CAM,"Carahue, Región de La Araucanía",-38.71122,-73.16101,Conflicto Forestal,Ataque Incendiario,"CMPC, Contratistas / Forestal",9.5,CRÍTICO,"CAM', 'Incendio","Ataque incendiario en predio forestal de la CMPC en Carahue, Región de La Araucanía. Tres máquinas resultaron quemadas.",0172dc1e-8624-40e1-97c0-bb16cf7392b5,,,Ataque Incendiario
2021-08-20 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,,Quilleco,-37.349469,-71.922575,Data Estática,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"Destrucción Maquinaria, Ataque Industrial","Queman 20 maquinarias en atentado 7 camiones, 4 cargadores frontales, 2 chancadoras, 4 excavadoras, 3 retroexcavadoras",0178c314-8477-42c8-abf0-b3bd5a8dd175,KMZ_MZS_Historico,,Ataque Incendiario
2021-08-26 00:00:00+00:00,Quema maquinaria,Archivo Local KMZ,,trabajadores faena forestal,Nacimiento,-37.532119,-73.126148,Data Estática,Ataque Incendiario,"Contratistas / Forestal, Civiles / Terceros",8.5,CRÍTICO,"Ataque Armado, Vehículos Quemados",Ataque armado a trabajadores faena forestal 1 grúa y 5 camiones,019184e5-7660-46d7-91fd-1123a2dbc84c,KMZ_MZS_Historico,,Ataque Armado
2026-01-09 00:00:00+00:00,Nación Mapuche. Familiares de Presos Políticos Mapuche en máxima del CP Biobío: «Van a continuar con la huelga de hambre en demanda de poder salir de este módulo de máxima seguridad - Resumen Latinoamericano -,https://www.resumenlatinoamericano.org/2026/01/09/nacion-mapuche-familiares-de-presos-politicos-mapuche-en-maxima-del-cp-biobio-van-a-continuar-con-la-huelga-de-hambre-en-demanda-de-poder-salir-de-este-modulo-de-maxima-seguridad/,,Familiares De Presos Políticos Mapuche,Biobío,-37.509115596442,-72.747953455025,Conflicto Forestal,Declaración / Comunicado,Ninguno,2.0,BAJO,"Huelga', 'Demanda",Familiares de presos mapuches en huelga de hambre en CP Biobío,01955fd7-6095-48fd-9df8-c0518904abab,,,Sabotaje / Otros
2021-08-21 00:00:00+00:00,El terror de familia al enfrentar barricada y disparos de grupo armado en Ruta 5 cerca de Temuco - BioBioChile,https://www.biobiochile.cl/noticias/nacional/region-de-la-araucania/2021/08/21/el-terror-de-familia-al-enfrentar-barricada-y-disparos-de-grupo-armado-en-ruta-5-cerca-de-temuco.shtml,,Grupo Armado,"Padre Las Casas, Región de La Araucanía",-38.79198,-72.57925,Conflicto Forestal,Ataque Incendiario,Infraestructura Crítica,7.0,ALTO,"Ruta', '5","Grupo armado bloquea Ruta 5, instalando barricadas incendiarias y realizando disparos",01af65ce-0902-4c48-8f9c-ab5758c7e870,,,Corte de Ruta
2020-08-26 00:00:00+00:00,Ataque incendiario,Archivo Local KMZ,,-1 0 0,Lonquimay,-38.67101,-71.269313,Data Estática,Ataque Incendiario,Ninguno,6.0,MEDIO,"Quema Forestal, Llaitul",Quema de predio en Galletue,01cea400-c1fe-491d-8510-9faf759a7ab8,KMZ_MZS_Historico,,Ataque Incendiario
2022-11-28 00:00:00+00:00,Operativo dejó 12 detenidos vinculados al robo de madera en la Macrozona Sur - Cooperativa.cl,https://www.cooperativa.cl/noticias/pais/region-del-biobio/operativo-dejo-12-detenidos-vinculados-al-robo-de-madera-en-la-macrozona/2022-11-28/125950.html,,Estructuras de Robo de Madera,"Santa Juana, Traiguén y Collipulli",-37.9582481,-72.4325632,Conflicto Forestal,Robo de Madera,Contratistas / Forestal,8.5,CRÍTICO,"Robo', 'Madera",Operativo policial detiene a 12 personas vinculadas al robo de madera en Biobío y La Araucanía,01cec751-9033-43d3-9601-fb0bc0d93b57,,,Operativo Policial / Incautación
2024-02-13 00:00:00+00:00,Agricultor denuncia nuevo atentado en sector rural en Purén - Araucanía Diario,https://araucaniadiario.cl/contenido/23191/agricultor-denuncia-nuevo-atentado-en-sector-rural-en-puren,,Agricultor Ministerio Público,"Purén, comuna de Purén, sector Chacayal",-37.01414,-72.67181,Conflicto Forestal,Ataque Incendiario,Civiles / Terceros,7.5,ALTO,"Incendio', 'Atentado","Un incendio intencional destruyó una casa patronal y un galpón en el sector Chacayal, comuna de Purén. El Ministerio Público investiga.",01da841b-c633-4c38-b7bf-5aa3f459ef4f,,,Sabotaje / Otros
2024-03-19 00:00:00+00:00,Ataque incendiario en Freire deja ocho máquinas forestales destruidas: se encontró lienzo de la WAM - El Mostrador,https://www.elmostrador.cl/noticias/pais/2024/03/19/ataque-incendiario-en-freire-deja-ocho-maquinas-forestales-destruidas-se-encontro-lienzo-de-la-wam/,,WAM,"Freire, La Araucanía",-38.954534,-72.626932,Conflicto Forestal,Ataque Incendiario,Contratistas / Forestal,8.5,CRÍTICO,"WAM', 'Forestales",Ataque incendiario en Freire deja ocho máquinas forestales destruidas,01db6e33-bc97-41c0-8580-5317da400bf6,,,Ataque Incendiario
